dataset	method	prune	mean	sd	sd_mean	median	iqr	iqr_median	lci	uci
peromyscus	otu	9	0.17363684184602785	0.027697886197041905	0.15951526443615313	0.16443458	0.029928399999999997	0.1820171490286018	0.15457991	0.18450831
peromyscus	otu	10	0.1761220723046683	0.03132292249539844	0.17784663636530096	0.16535589	0.034797230000000005	0.21045387803743448	0.15413888	0.18893611
peromyscus	otu	11	0.17892864175593776	0.034990068787405355	0.1955499567186232	0.16655495	0.03966089	0.23814311403921248	0.1540125	0.19367339
rainforest	otu	1	0.27187245806052857	0.002948221218018016	0.01084390074172495	0.27182571	0.0037924049999999866	0.013951267930258058	0.26995841000000004	0.273750815
rainforest	otu	2	0.2086349690238704	0.0070231516159952306	0.03366314909441138	0.207921885	0.008740297499999999	0.042037321470523324	0.20381615	0.2125564475
rainforest	otu	3	0.19452301338448422	0.010291511842630906	0.05290642222845458	0.192685505	0.011759747499999997	0.06103256839786393	0.18749429	0.1992540375
rainforest	otu	4	0.18804754398124468	0.013125422682138286	0.06979885973884718	0.185136555	0.01434453	0.07748383012981623	0.1791443325	0.1934888625
rainforest	otu	5	0.1846955239258312	0.01556885545070387	0.08429484570119247	0.18079663	0.016477055	0.09113867497224282	0.1742904425	0.1907674975
rainforest	otu	6	0.183072686913896	0.01797412434095838	0.09818023770451313	0.178256175	0.01890826	0.10607938726606635	0.1711079425	0.1900162025
rainforest	otu	7	0.1821746475362319	0.020328986443614923	0.11158946544109781	0.176520795	0.0215393975	0.12202773016010442	0.1685941925	0.19013359
rainforest	otu	8	0.18167354383205456	0.022576943011481183	0.12427061426447124	0.175251035	0.024130965	0.13770016223690182	0.1664967275	0.1906276925
rainforest	otu	9	0.18123741786018754	0.024811994698909483	0.1369022822541603	0.17399123	0.0267418725	0.15370180549080095	0.1644316825	0.191173555
rainforest	otu	10	0.18103854912190964	0.02694599410559695	0.14884038143079742	0.17302277	0.029251390000000002	0.16907445516726083	0.162654355	0.19190574500000002
rainforest	otu	11	0.18101713232310315	0.02898116491648911	0.16010226138517555	0.1722232	0.0317685475	0.18447811667716707	0.1610996975	0.192868245
rice	otu	1	0.5064415779007554	0.0017422691752683398	0.0034402196068690823	0.50644374	0.0020760499999999947	0.004099271232712226	0.50540584	0.50748189
rice	otu	2	0.5241480363064981	0.01620966429344106	0.030926383181714714	0.5259417	0.020541500000000004	0.03905737358556338	0.51493232	0.53547382
rice	otu	3	0.5430574372173115	0.024689710156319544	0.04547009690780037	0.54515275	0.02999094	0.05501845598594916	0.5293353199999999	0.55932626
rice	otu	4	0.5603289815172154	0.030890326658667786	0.055146088618864435	0.56227275	0.03618800999999999	0.06437300776783764	0.54333879	0.5795268
rice	otu	5	0.5800593898630274	0.03566919611934388	0.06153083996463352	0.58178585	0.040599829999999996	0.06981283766169527	0.56060929	0.60120912
rice	otu	6	0.6001289058285547	0.039305396285943	0.06555363647304936	0.60165509	0.04379099	0.07282711313364479	0.57885222	0.62264321
rice	otu	7	0.62123862749651515	0.04207878179068645	0.06783013402480284	0.62265285	0.04613325	0.0741630379756656	0.59863706	0.64477031
rice	otu	8	0.6416245785599098	0.04411564742528874	0.06890314722348942	0.64299726	0.04768952	0.07428199843504028	0.61817332	0.66586284
rice	otu	9	0.6600508267245107	0.04569332213253291	0.06940266121878673	0.66143433	0.04884683000000001	0.07399079160387365	0.6360087	0.68485553
rice	otu	10	0.6802518042940612	0.04671884055764654	0.06889467598231325	0.68185696	0.04946727000000001	0.07272629362188392	0.65602125	0.70548852
rice	otu	11	0.6988750882162681	0.047441724802470164	0.06813699944689994	0.7007346799999999	0.049853379999999996	0.07136013530400571	0.67461987	0.72447325
seagrass	otu	1	0.44935789399411113	0.003132495192388197	0.0069710619096973086	0.44935283	0.003771605000000003	0.008393427411726438	0.447466985	0.45123859
seagrass	otu	2	0.37214106456655627	0.015906006519898333	0.04274209434728599	0.37354484	0.0203335	0.05443404516760053	0.36291902	0.38325252
seagrass	otu	3	0.3561475601668507	0.021113051078484976	0.05928525879387531	0.35708219	0.026082530000000003	0.07304751206557296	0.344054825	0.370137355
seagrass	otu	4	0.34999098835038644	0.02553377870317644	0.07296907643400931	0.34993986	0.02993167	0.08554989895238564	0.335444295	0.365375965
seagrass	otu	5	0.3481433879710465	0.030150130802488805	0.08662549140739192	0.34700329	0.033598555	0.09684890497039865	0.33096717	0.364565725
seagrass	otu	6	0.348712122951049	0.03481396293652743	0.09987266250706707	0.34637086	0.03716242	0.10732597512131778	0.328843605	0.366006025
seagrass	otu	7	0.35057407694957676	0.03945211340763947	0.112589518238622	0.34701443	0.040860505	0.11780140791429085	0.327911115	0.36877162
seagrass	otu	8	0.3525303911684456	0.04412603915608634	0.12525612161397745	0.34757756	0.044429675	0.12791242621845691	0.326971395	0.37140107
seagrass	otu	9	0.3558454524217887	0.04885016132314	0.13738187412394365	0.34944698	0.04797338499999999	0.13738918499072708	0.32734203500000003	0.37531542
seagrass	otu	10	0.35901941112256164	0.0533711131100214	0.1488026940173446	0.3511796	0.051434605	0.14661476844769994	0.327583395	0.379018
seagrass	otu	11	0.3628787608003926	0.057655685965396816	0.15905372457646333	0.35355501	0.05488122	0.15540827464847626	0.328553835	0.383435055
sediment	otu	1	0.18809388218995765	0.002449219884474053	0.013020620383349528	0.18801601	0.0030146799999999983	0.016033797152477398	0.18653883	0.18955351
sediment	otu	2	0.16025478949183303	0.006977252621282501	0.04353768459870705	0.15985165	0.0080768	0.05052638875501714	0.15583091	0.16390771
sediment	otu	3	0.145399502861464	0.011742507007418506	0.08075941961549585	0.14394434	0.013121619999999997	0.09115738477388387	0.13780058	0.1509222
sediment	otu	4	0.135229621445856	0.014998023385424308	0.11090738044623624	0.1327665	0.01659637	0.12500190621677829	0.12534587	0.14194224
sediment	otu	5	0.127976747138536	0.017248216923646947	0.13477726689138728	0.12458635	0.01897521	0.15230448279746486	0.1165099	0.13548511
sediment	otu	6	0.12264871380520266	0.018924311031150776	0.15429693500829506	0.11840404	0.02091909	0.17667173987647544	0.10995424	0.13087333
sediment	otu	7	0.11869883168784029	0.020237546713193274	0.17049388893239031	0.11371842	0.02254912	0.19828373403148533	0.10501034	0.12755946
sediment	otu	8	0.11576649072595281	0.02144107886157309	0.18520742709600696	0.11012026	0.02401907	0.21811378603525572	0.10116332	0.12518239
sediment	otu	9	0.11349099952208107	0.02250665048079616	0.19830639135817082	0.10725662	0.02543618	0.23714241284036225	0.09804925	0.12348543000000001
sediment	otu	10	0.11184565027223231	0.023501053486235768	0.21011198423298155	0.10507803	0.0269156	0.2561353618685816	0.09556246	0.12247806
sediment	otu	11	0.11061336819116757	0.024532359450812165	0.22177678712525267	0.10333999	0.02834367	0.27426448706253675	0.09346887	0.12181254
soil	otu	1	0.17185491836601308	0.0017544570369195068	0.010208956266497189	0.17181854	0.00235456	0.013703307110296346	0.17066925	0.17302381
soil	otu	2	0.10111585581699346	0.00207800902956582	0.020549343474008545	0.10111096	0.00277703	0.027464074531254608	0.09972073	0.10249776
soil	otu	3	0.09075178555555556	0.0022181999428224886	0.024442350786755586	0.09072658	0.0029491199999999995	0.03250778663559188	0.08927085	0.09221997
soil	otu	4	0.08451425150326797	0.0023442474159790275	0.027738448199669672	0.08448235	0.00311759	0.036906243212345445	0.08294867	0.08606626
soil	otu	5	0.08038322346405229	0.0024352199771638435	0.030296994943410087	0.08033625	0.00323245	0.04023954604574101	0.07875678	0.08198923
soil	otu	6	0.07737105359477124	0.002564514364548728	0.03314407248680375	0.07734697	0.00346431	0.04478640101239295	0.07563124	0.07909555
soil	otu	7	0.07496270503267974	0.0026974192719307418	0.03598168366812624	0.07493473	0.0035951399999999997	0.047977834570864825	0.07315629	0.07675143
soil	otu	8	0.07278490529411764	0.002849131020921281	0.039143036761063836	0.07275813	0.0037900200000000007	0.052092559442550056	0.07087849	0.07466851
soil	otu	9	0.07074252777777777	0.002964594074807276	0.04190542465037709	0.07071201	0.00396423	0.056061276371792125	0.06874918000000001	0.07271341
soil	otu	10	0.06882804633986928	0.003053872726415313	0.044369897756303754	0.06878088	0.004093290000000001	0.05951103393302843	0.06675973	0.07085302
soil	otu	11	0.06710055222222222	0.0031320426360482243	0.04667578787996856	0.06703759	0.00419437	0.06256566228189155	0.06496664	0.06916101
stream	otu	1	0.31604151705024874	0.0011353531026162393	0.0035924119389133123	0.316041305	0.0013960874999999968	0.0044174204031074355	0.31534396	0.3167400475
stream	otu	2	0.21113437062935322	0.012820769499881594	0.06072340806967737	0.209809485	0.015004585000000004	0.07151520273350521	0.2030066925	0.2180112775
stream	otu	3	0.18210477710298506	0.015209368778164669	0.08351998771068933	0.179796155	0.017564030000000005	0.09768868940767264	0.1721385375	0.1897025675
stream	otu	4	0.16717575740099502	0.01676410878342016	0.10027848200310847	0.16406574	0.019045737500000007	0.11608687933826688	0.15604883249999998	0.17509457
stream	otu	5	0.15767367611393035	0.01814768310575548	0.11509699427739398	0.15382703	0.020192640000000005	0.13126952478647527	0.1455619275	0.1657545675
stream	otu	6	0.15102175905174128	0.019484102274055316	0.1290161491714428	0.14644423	0.021071572500000003	0.1438899972841209	0.138024225	0.1590957975
stream	otu	7	0.14604332221641791	0.02075102886973547	0.1420891635626011	0.14077198	0.021758277500000003	0.1545679566441046	0.1322347	0.1539929775
stream	otu	8	0.14215918518507462	0.02197189492324339	0.1545588494175866	0.13615473	0.022422342500000005	0.1646879422669453	0.127615485	0.1500378275
stream	otu	9	0.13899815820248757	0.02313391684460923	0.1664339749320587	0.132279825	0.023180810000000003	0.1752470794492313	0.12379244	0.14697325
stream	otu	10	0.13647767660845772	0.024242374028359222	0.17762890706937154	0.129137575	0.024226547499999997	0.1876088203473362	0.12066525	0.1448917975
stream	otu	11	0.13432957138258705	0.025313154043845567	0.18843969405310423	0.126347545	0.025002495000000003	0.19789378973593555	0.11797084	0.142973335
