dataset	sample	n	shannon	freq_removed	fraction_lost
seagrass	G4T3	12748	7.053384747930336	1	0.19328522121117037
seagrass	G4T3	12748	7.053384747930336	2	0.21744587386256667
seagrass	G4T3	12748	7.053384747930336	3	0.2357232507059931
seagrass	G4T3	12748	7.053384747930336	4	0.24741135864449326
seagrass	G4T3	12748	7.053384747930336	5	0.2549419516786947
seagrass	G4T3	12748	7.053384747930336	6	0.2594916849701914
seagrass	G4T3	12748	7.053384747930336	7	0.2638060872293693
seagrass	G4T3	12748	7.053384747930336	8	0.2658456228427989
seagrass	G4T3	12748	7.053384747930336	9	0.26843426419830563
seagrass	G4T3	12748	7.053384747930336	10	0.2701600251019768
seagrass	G4T4	14454	6.605170079129069	1	0.20866196208661963
seagrass	G4T4	14454	6.605170079129069	2	0.22706517227065173
seagrass	G4T4	14454	6.605170079129069	3	0.23889580738895808
seagrass	G4T4	14454	6.605170079129069	4	0.2465753424657534
seagrass	G4T4	14454	6.605170079129069	5	0.2514182925141829
seagrass	G4T4	14454	6.605170079129069	6	0.2552234675522347
seagrass	G4T4	14454	6.605170079129069	7	0.2579216825792168
seagrass	G4T4	14454	6.605170079129069	8	0.26020478760204785
seagrass	G4T4	14454	6.605170079129069	9	0.2620727826207278
seagrass	G4T4	14454	6.605170079129069	10	0.26317974263179744
seagrass	G5T1	12332	7.18960637334933	1	0.23264677262406747
seagrass	G5T1	12332	7.18960637334933	2	0.2650827116445021
seagrass	G5T1	12332	7.18960637334933	3	0.28373337658125203
seagrass	G5T1	12332	7.18960637334933	4	0.295896853713915
seagrass	G5T1	12332	7.18960637334933	5	0.3022218618228998
seagrass	G5T1	12332	7.18960637334933	6	0.308060330846578
seagrass	G5T1	12332	7.18960637334933	7	0.3117093739863769
seagrass	G5T1	12332	7.18960637334933	8	0.31389879987025626
seagrass	G5T1	12332	7.18960637334933	9	0.31560168666882904
seagrass	G5T1	12332	7.18960637334933	10	0.3173045734674019
seagrass	G5T2	14032	6.899966970198687	1	0.18101482326111745
seagrass	G5T2	14032	6.899966970198687	2	0.20645667046750285
seagrass	G5T2	14032	6.899966970198687	3	0.22584093500570127
seagrass	G5T2	14032	6.899966970198687	4	0.2347491448118586
seagrass	G5T2	14032	6.899966970198687	5	0.24159064994298746
seagrass	G5T2	14032	6.899966970198687	6	0.2463654503990878
seagrass	G5T2	14032	6.899966970198687	7	0.2503563283922463
seagrass	G5T2	14032	6.899966970198687	8	0.25285062713797035
seagrass	G5T2	14032	6.899966970198687	9	0.25477480045610035
seagrass	G5T2	14032	6.899966970198687	10	0.25677023945267957
seagrass	G5T3	7092	6.30262144419005	1	0.2225042301184433
seagrass	G5T3	7092	6.30262144419005	2	0.25437112239142695
seagrass	G5T3	7092	6.30262144419005	3	0.2731246474901297
seagrass	G5T3	7092	6.30262144419005	4	0.2811618725324309
seagrass	G5T3	7092	6.30262144419005	5	0.28736604624929496
seagrass	G5T3	7092	6.30262144419005	6	0.29201917653694304
seagrass	G5T3	7092	6.30262144419005	7	0.2961082910321489
seagrass	G5T3	7092	6.30262144419005	8	0.2987873660462493
seagrass	G5T3	7092	6.30262144419005	9	0.30104342921601807
seagrass	G5T3	7092	6.30262144419005	10	0.30287648054145516
seagrass	G5T4	2314	6.433865698566042	1	0.4096802074330164
seagrass	G5T4	2314	6.433865698566042	2	0.4403630077787381
seagrass	G5T4	2314	6.433865698566042	3	0.46326707000864303
seagrass	G5T4	2314	6.433865698566042	4	0.47536732929991354
seagrass	G5T4	2314	6.433865698566042	5	0.4822817631806396
seagrass	G5T4	2314	6.433865698566042	6	0.4857389801210026
seagrass	G5T4	2314	6.433865698566042	7	0.48962834917891096
seagrass	G5T4	2314	6.433865698566042	8	0.4939498703543647
seagrass	G5T4	2314	6.433865698566042	9	0.49567847882454624
seagrass	G5T4	2314	6.433865698566042	10	0.4978392394122731
seagrass	G6T1	13217	7.012538685951493	1	0.21472346220776273
seagrass	G6T1	13217	7.012538685951493	2	0.23908602557312553
seagrass	G6T1	13217	7.012538685951493	3	0.25709313762578495
seagrass	G6T1	13217	7.012538685951493	4	0.2663236740561398
seagrass	G6T1	13217	7.012538685951493	5	0.2733600665809185
seagrass	G6T1	13217	7.012538685951493	6	0.27668911250662026
seagrass	G6T1	13217	7.012538685951493	7	0.2798668381629719
seagrass	G6T1	13217	7.012538685951493	8	0.2822879624725732
seagrass	G6T1	13217	7.012538685951493	9	0.28387682530074904
seagrass	G6T1	13217	7.012538685951493	10	0.28539002799424984
seagrass	G6T2	29887	7.001573957448571	1	0.13671495968146685
seagrass	G6T2	29887	7.001573957448571	2	0.15458225984541774
seagrass	G6T2	29887	7.001573957448571	3	0.16722989928731555
seagrass	G6T2	29887	7.001573957448571	4	0.17492555291598355
seagrass	G6T2	29887	7.001573957448571	5	0.17920835145715527
seagrass	G6T2	29887	7.001573957448571	6	0.183156556362298
seagrass	G6T2	29887	7.001573957448571	7	0.1855656305417071
seagrass	G6T2	29887	7.001573957448571	8	0.18747281426707263
seagrass	G6T2	29887	7.001573957448571	9	0.18914578244721786
seagrass	G6T2	29887	7.001573957448571	10	0.19071837253655435
seagrass	G6T3	14439	6.560575263902422	1	0.19710506267747074
seagrass	G6T3	14439	6.560575263902422	2	0.22321490407922986
seagrass	G6T3	14439	6.560575263902422	3	0.23789736131311032
seagrass	G6T3	14439	6.560575263902422	4	0.24600041554124247
seagrass	G6T3	14439	6.560575263902422	5	0.2514717085670753
seagrass	G6T3	14439	6.560575263902422	6	0.25417272664311935
seagrass	G6T3	14439	6.560575263902422	7	0.25666597409792924
seagrass	G6T3	14439	6.560575263902422	8	0.2586744234365261
seagrass	G6T3	14439	6.560575263902422	9	0.2606136159013782
seagrass	G6T3	14439	6.560575263902422	10	0.2619987533762726
seagrass	G6T4	3829	6.4240855942994095	1	0.34630451815095326
seagrass	G6T4	3829	6.4240855942994095	2	0.3760773047793157
seagrass	G6T4	3829	6.4240855942994095	3	0.3912248628884826
seagrass	G6T4	3829	6.4240855942994095	4	0.40219378427787933
seagrass	G6T4	3829	6.4240855942994095	5	0.4087229041525202
seagrass	G6T4	3829	6.4240855942994095	6	0.4142073648472186
seagrass	G6T4	3829	6.4240855942994095	7	0.41734134238704623
seagrass	G6T4	3829	6.4240855942994095	8	0.419691825541917
seagrass	G6T4	3829	6.4240855942994095	9	0.42099764951684515
seagrass	G6T4	3829	6.4240855942994095	10	0.42282580308174456
seagrass	H1T1	20391	7.146829511864261	1	0.18846549948506694
seagrass	H1T1	20391	7.146829511864261	2	0.2111715953116571
seagrass	H1T1	20391	7.146829511864261	3	0.22696287577852975
seagrass	H1T1	20391	7.146829511864261	4	0.23583934088568487
seagrass	H1T1	20391	7.146829511864261	5	0.24138100142219607
seagrass	H1T1	20391	7.146829511864261	6	0.24496101221126967
seagrass	H1T1	20391	7.146829511864261	7	0.2480506105634839
seagrass	H1T1	20391	7.146829511864261	8	0.25006130155460743
seagrass	H1T1	20391	7.146829511864261	9	0.2522681575204747
seagrass	H1T1	20391	7.146829511864261	10	0.25388651856211075
seagrass	H1T2	31243	6.9926810480759025	1	0.13225362481195788
seagrass	H1T2	31243	6.9926810480759025	2	0.14784111641007586
seagrass	H1T2	31243	6.9926810480759025	3	0.15981179784271676
seagrass	H1T2	31243	6.9926810480759025	4	0.16739749703933682
seagrass	H1T2	31243	6.9926810480759025	5	0.17274269436353742
seagrass	H1T2	31243	6.9926810480759025	6	0.1762954901898025
seagrass	H1T2	31243	6.9926810480759025	7	0.1790801139455238
seagrass	H1T2	31243	6.9926810480759025	8	0.18128860864833723
seagrass	H1T2	31243	6.9926810480759025	9	0.18282495278942484
seagrass	H1T2	31243	6.9926810480759025	10	0.18429728259130046
seagrass	H1T3	12531	7.008951444259922	1	0.21490703056420077
seagrass	H1T3	12531	7.008951444259922	2	0.24243875189529965
seagrass	H1T3	12531	7.008951444259922	3	0.26023461814699544
seagrass	H1T3	12531	7.008951444259922	4	0.2700502753172133
seagrass	H1T3	12531	7.008951444259922	5	0.27747186976298777
seagrass	H1T3	12531	7.008951444259922	6	0.28154177639454153
seagrass	H1T3	12531	7.008951444259922	7	0.2851328704812066
seagrass	H1T3	12531	7.008951444259922	8	0.28768653738727956
seagrass	H1T3	12531	7.008951444259922	9	0.28960178756683425
seagrass	H1T3	12531	7.008951444259922	10	0.2913574335647594
seagrass	H1T4	3637	5.065861666026314	1	0.3016222161121804
seagrass	H1T4	3637	5.065861666026314	2	0.3252680780863349
seagrass	H1T4	3637	5.065861666026314	3	0.3354412977728897
seagrass	H1T4	3637	5.065861666026314	4	0.3395655760241958
seagrass	H1T4	3637	5.065861666026314	5	0.343139950508661
seagrass	H1T4	3637	5.065861666026314	6	0.347264228759967
seagrass	H1T4	3637	5.065861666026314	7	0.3494638438273302
seagrass	H1T4	3637	5.065861666026314	8	0.352763266428375
seagrass	H1T4	3637	5.065861666026314	9	0.35413802584547704
seagrass	H1T4	3637	5.065861666026314	10	0.35496288149573824
seagrass	H2T1	16663	7.385974859995726	1	0.22805017103762829
seagrass	H2T1	16663	7.385974859995726	2	0.25493608593890654
seagrass	H2T1	16663	7.385974859995726	3	0.27348016563644
seagrass	H2T1	16663	7.385974859995726	4	0.28302226489827764
seagrass	H2T1	16663	7.385974859995726	5	0.2913040868991178
seagrass	H2T1	16663	7.385974859995726	6	0.29538498469663327
seagrass	H2T1	16663	7.385974859995726	7	0.2982656184360559
seagrass	H2T1	16663	7.385974859995726	8	0.3011462521754786
seagrass	H2T1	16663	7.385974859995726	9	0.30276660865390387
seagrass	H2T1	16663	7.385974859995726	10	0.30450699153813837
seagrass	H2T2	37395	6.9853361946194745	1	0.1355796229442439
seagrass	H2T2	37395	6.9853361946194745	2	0.15207915496724161
seagrass	H2T2	37395	6.9853361946194745	3	0.1644872309132237
seagrass	H2T2	37395	6.9853361946194745	4	0.17213531220751438
seagrass	H2T2	37395	6.9853361946194745	5	0.1768418237732317
seagrass	H2T2	37395	6.9853361946194745	6	0.18037170744751974
seagrass	H2T2	37395	6.9853361946194745	7	0.18251103088648216
seagrass	H2T2	37395	6.9853361946194745	8	0.1844899050675224
seagrass	H2T2	37395	6.9853361946194745	9	0.1858002406738869
seagrass	H2T2	37395	6.9853361946194745	10	0.1872175424521995
seagrass	H2T3	24600	6.963852894619872	1	0.17386178861788618
seagrass	H2T3	24600	6.963852894619872	2	0.19235772357723577
seagrass	H2T3	24600	6.963852894619872	3	0.205
seagrass	H2T3	24600	6.963852894619872	4	0.21288617886178862
seagrass	H2T3	24600	6.963852894619872	5	0.2186991869918699
seagrass	H2T3	24600	6.963852894619872	6	0.22219512195121952
seagrass	H2T3	24600	6.963852894619872	7	0.2252439024390244
seagrass	H2T3	24600	6.963852894619872	8	0.22727642276422763
seagrass	H2T3	24600	6.963852894619872	9	0.22890243902439025
seagrass	H2T3	24600	6.963852894619872	10	0.23016260162601626
seagrass	H2T4	5269	6.71291255326578	1	0.32302144619472384
seagrass	H2T4	5269	6.71291255326578	2	0.34978174226608466
seagrass	H2T4	5269	6.71291255326578	3	0.3680015183146707
seagrass	H2T4	5269	6.71291255326578	4	0.37862972100967923
seagrass	H2T4	5269	6.71291255326578	5	0.3862212943632568
seagrass	H2T4	5269	6.71291255326578	6	0.3903966597077244
seagrass	H2T4	5269	6.71291255326578	7	0.3940026570506738
seagrass	H2T4	5269	6.71291255326578	8	0.3960903397229076
seagrass	H2T4	5269	6.71291255326578	9	0.3985576010628203
seagrass	H2T4	5269	6.71291255326578	10	0.39988612639969634
seagrass	H3T1	17707	7.2589384194492075	1	0.22273677076862258
seagrass	H3T1	17707	7.2589384194492075	2	0.24436663466425707
seagrass	H3T1	17707	7.2589384194492075	3	0.2619867848873327
seagrass	H3T1	17707	7.2589384194492075	4	0.2722087310103349
seagrass	H3T1	17707	7.2589384194492075	5	0.2770090924493138
seagrass	H3T1	17707	7.2589384194492075	6	0.28141413000508275
seagrass	H3T1	17707	7.2589384194492075	7	0.28423787202801154
seagrass	H3T1	17707	7.2589384194492075	8	0.28694866437002314
seagrass	H3T1	17707	7.2589384194492075	9	0.28881233410515617
seagrass	H3T1	17707	7.2589384194492075	10	0.29039362963799625
seagrass	H3T2	31505	6.834459834157614	1	0.14502459926995714
seagrass	H3T2	31505	6.834459834157614	2	0.15807014759561974
seagrass	H3T2	31505	6.834459834157614	3	0.1688938263767656
seagrass	H3T2	31505	6.834459834157614	4	0.1757816219647675
seagrass	H3T2	31505	6.834459834157614	5	0.1809236629106491
seagrass	H3T2	31505	6.834459834157614	6	0.1835581653705761
seagrass	H3T2	31505	6.834459834157614	7	0.18660530074591336
seagrass	H3T2	31505	6.834459834157614	8	0.18841453737501984
seagrass	H3T2	31505	6.834459834157614	9	0.19006506903666084
seagrass	H3T2	31505	6.834459834157614	10	0.19120774480241232
seagrass	H3T3	12752	6.926451048356127	1	0.22420012547051443
seagrass	H3T3	12752	6.926451048356127	2	0.24866687578419072
seagrass	H3T3	12752	6.926451048356127	3	0.2638801756587202
seagrass	H3T3	12752	6.926451048356127	4	0.27305520702634883
seagrass	H3T3	12752	6.926451048356127	5	0.27901505646173147
seagrass	H3T3	12752	6.926451048356127	6	0.28293601003764113
seagrass	H3T3	12752	6.926451048356127	7	0.28536700125470515
seagrass	H3T3	12752	6.926451048356127	8	0.28748431618569636
seagrass	H3T3	12752	6.926451048356127	9	0.29007214554579674
seagrass	H3T3	12752	6.926451048356127	10	0.2917189460476788
seagrass	H3T4	13743	5.364293486381806	1	0.19733682602051952
seagrass	H3T4	13743	5.364293486381806	2	0.21014334570326712
seagrass	H3T4	13743	5.364293486381806	3	0.2200392927308448
seagrass	H3T4	13743	5.364293486381806	4	0.2252055591937714
seagrass	H3T4	13743	5.364293486381806	5	0.22855271774721678
seagrass	H3T4	13743	5.364293486381806	6	0.23037182565669795
seagrass	H3T4	13743	5.364293486381806	7	0.23219093356617915
seagrass	H3T4	13743	5.364293486381806	8	0.23350069126100562
seagrass	H3T4	13743	5.364293486381806	9	0.23466492032307357
seagrass	H3T4	13743	5.364293486381806	10	0.23524703485410756
seagrass	H4T1	14589	7.111261743699927	1	0.2179039001987799
seagrass	H4T1	14589	7.111261743699927	2	0.24381383233943382
seagrass	H4T1	14589	7.111261743699927	3	0.26040167249297413
seagrass	H4T1	14589	7.111261743699927	4	0.26951813009801906
seagrass	H4T1	14589	7.111261743699927	5	0.2758927959421482
seagrass	H4T1	14589	7.111261743699927	6	0.2801425731715676
seagrass	H4T1	14589	7.111261743699927	7	0.2835012680786894
seagrass	H4T1	14589	7.111261743699927	8	0.28528343272328466
seagrass	H4T1	14589	7.111261743699927	9	0.28768250051408595
seagrass	H4T1	14589	7.111261743699927	10	0.28891630680649805
seagrass	H4T2	6962	6.759933822437822	1	0.25768457339844875
seagrass	H4T2	6962	6.759933822437822	2	0.2882792301062913
seagrass	H4T2	6962	6.759933822437822	3	0.308819304797472
seagrass	H4T2	6962	6.759933822437822	4	0.320310255673657
seagrass	H4T2	6962	6.759933822437822	5	0.32648664176960646
seagrass	H4T2	6962	6.759933822437822	6	0.33122665900603276
seagrass	H4T2	6962	6.759933822437822	7	0.334099396725079
seagrass	H4T2	6962	6.759933822437822	8	0.3353921286986498
seagrass	H4T2	6962	6.759933822437822	9	0.33654122378626833
seagrass	H4T2	6962	6.759933822437822	10	0.3388394139615053
seagrass	H4T3	9615	6.975864304290306	1	0.23328133125325012
seagrass	H4T3	9615	6.975864304290306	2	0.26541861674466977
seagrass	H4T3	9615	6.975864304290306	3	0.2873634945397816
seagrass	H4T3	9615	6.975864304290306	4	0.29672386895475816
seagrass	H4T3	9615	6.975864304290306	5	0.3022360894435777
seagrass	H4T3	9615	6.975864304290306	6	0.3076443057722309
seagrass	H4T3	9615	6.975864304290306	7	0.31138845553822153
seagrass	H4T3	9615	6.975864304290306	8	0.3141965678627145
seagrass	H4T3	9615	6.975864304290306	9	0.3155486219448778
seagrass	H4T3	9615	6.975864304290306	10	0.31658866354654186
seagrass	H4T4	3562	6.6000966264734995	1	0.36103312745648514
seagrass	H4T4	3562	6.6000966264734995	2	0.39135317237507017
seagrass	H4T4	3562	6.6000966264734995	3	0.41212801796743403
seagrass	H4T4	3562	6.6000966264734995	4	0.4233576642335766
seagrass	H4T4	3562	6.6000966264734995	5	0.4292532285233015
seagrass	H4T4	3562	6.6000966264734995	6	0.43374508702975856
seagrass	H4T4	3562	6.6000966264734995	7	0.43767546322290846
seagrass	H4T4	3562	6.6000966264734995	8	0.4402021336327906
seagrass	H4T4	3562	6.6000966264734995	9	0.44244806288601907
seagrass	H4T4	3562	6.6000966264734995	10	0.44357102751263333
seagrass	H5T1	13469	7.202760424589493	1	0.2194669240478135
seagrass	H5T1	13469	7.202760424589493	2	0.24805108025837108
seagrass	H5T1	13469	7.202760424589493	3	0.2679486227633826
seagrass	H5T1	13469	7.202760424589493	4	0.27849135050857526
seagrass	H5T1	13469	7.202760424589493	5	0.28502487192813125
seagrass	H5T1	13469	7.202760424589493	6	0.2902219912391417
seagrass	H5T1	13469	7.202760424589493	7	0.29348875194891977
seagrass	H5T1	13469	7.202760424589493	8	0.29660702353552604
seagrass	H5T1	13469	7.202760424589493	9	0.2980919147672433
seagrass	H5T1	13469	7.202760424589493	10	0.29942831687578886
seagrass	H5T2	4709	6.504276166205097	1	0.26884688893607983
seagrass	H5T2	4709	6.504276166205097	2	0.3070715650881291
seagrass	H5T2	4709	6.504276166205097	3	0.3302187300913145
seagrass	H5T2	4709	6.504276166205097	4	0.34296028880866425
seagrass	H5T2	4709	6.504276166205097	5	0.34954342747929495
seagrass	H5T2	4709	6.504276166205097	6	0.355701847526014
seagrass	H5T2	4709	6.504276166205097	7	0.35867487789339564
seagrass	H5T2	4709	6.504276166205097	8	0.3614355489488214
seagrass	H5T2	4709	6.504276166205097	9	0.3629220641325122
seagrass	H5T2	4709	6.504276166205097	10	0.3650456572520705
seagrass	H5T3	7431	6.684384483421748	1	0.2342887902032028
seagrass	H5T3	7431	6.684384483421748	2	0.26833535190418517
seagrass	H5T3	7431	6.684384483421748	3	0.28892477459292154
seagrass	H5T3	7431	6.684384483421748	4	0.29861391468173865
seagrass	H5T3	7431	6.684384483421748	5	0.30561162696810656
seagrass	H5T3	7431	6.684384483421748	6	0.3105907684026376
seagrass	H5T3	7431	6.684384483421748	7	0.31408962454582157
seagrass	H5T3	7431	6.684384483421748	8	0.317723052079128
seagrass	H5T3	7431	6.684384483421748	9	0.3189341945902301
seagrass	H5T3	7431	6.684384483421748	10	0.3213564796124344
seagrass	H5T4	3698	6.752761057678328	1	0.37317468902109246
seagrass	H5T4	3698	6.752761057678328	2	0.4085992428339643
seagrass	H5T4	3698	6.752761057678328	3	0.4277988101676582
seagrass	H5T4	3698	6.752761057678328	4	0.43807463493780424
seagrass	H5T4	3698	6.752761057678328	5	0.44267171444023795
seagrass	H5T4	3698	6.752761057678328	6	0.4480800432666306
seagrass	H5T4	3698	6.752761057678328	7	0.45348837209302323
seagrass	H5T4	3698	6.752761057678328	8	0.45754461871281776
seagrass	H5T4	3698	6.752761057678328	9	0.45943753380205515
seagrass	H5T4	3698	6.752761057678328	10	0.4613304488912926
seagrass	H6T1	15712	7.3741788087612585	1	0.24770875763747455
seagrass	H6T1	15712	7.3741788087612585	2	0.2735488798370672
seagrass	H6T1	15712	7.3741788087612585	3	0.2903513238289206
seagrass	H6T1	15712	7.3741788087612585	4	0.30085285132382894
seagrass	H6T1	15712	7.3741788087612585	5	0.3071537678207739
seagrass	H6T1	15712	7.3741788087612585	6	0.3114180244399185
seagrass	H6T1	15712	7.3741788087612585	7	0.3145366598778004
seagrass	H6T1	15712	7.3741788087612585	8	0.31720977596741345
seagrass	H6T1	15712	7.3741788087612585	9	0.31956466395112015
seagrass	H6T1	15712	7.3741788087612585	10	0.3208375763747454
seagrass	H6T2	8949	7.100053610127464	1	0.27388535031847133
seagrass	H6T2	8949	7.100053610127464	2	0.30170968823332217
seagrass	H6T2	8949	7.100053610127464	3	0.32126494580400045
seagrass	H6T2	8949	7.100053610127464	4	0.33143367974075316
seagrass	H6T2	8949	7.100053610127464	5	0.3375796178343949
seagrass	H6T2	8949	7.100053610127464	6	0.3430550899541848
seagrass	H6T2	8949	7.100053610127464	7	0.34596044250754276
seagrass	H6T2	8949	7.100053610127464	8	0.34808358475807355
seagrass	H6T2	8949	7.100053610127464	9	0.35098893731143144
seagrass	H6T2	8949	7.100053610127464	10	0.35199463627220917
seagrass	H6T3	6751	6.993560835983807	1	0.29358613538735
seagrass	H6T3	6751	6.993560835983807	2	0.3239520071100578
seagrass	H6T3	6751	6.993560835983807	3	0.34246778255073324
seagrass	H6T3	6751	6.993560835983807	4	0.3540216264257147
seagrass	H6T3	6751	6.993560835983807	5	0.3618723152125611
seagrass	H6T3	6751	6.993560835983807	6	0.3669086061324248
seagrass	H6T3	6751	6.993560835983807	7	0.37150051844171234
seagrass	H6T3	6751	6.993560835983807	8	0.3741667901051696
seagrass	H6T3	6751	6.993560835983807	9	0.37668493556510146
seagrass	H6T3	6751	6.993560835983807	10	0.3777218189897793
seagrass	H6T4	4460	6.519787891373919	1	0.3744394618834081
seagrass	H6T4	4460	6.519787891373919	2	0.39663677130044844
seagrass	H6T4	4460	6.519787891373919	3	0.4141255605381166
seagrass	H6T4	4460	6.519787891373919	4	0.42399103139013455
seagrass	H6T4	4460	6.519787891373919	5	0.4282511210762332
seagrass	H6T4	4460	6.519787891373919	6	0.4320627802690583
seagrass	H6T4	4460	6.519787891373919	7	0.4354260089686099
seagrass	H6T4	4460	6.519787891373919	8	0.43766816143497755
seagrass	H6T4	4460	6.519787891373919	9	0.43946188340807174
seagrass	H6T4	4460	6.519787891373919	10	0.4423766816143498
seagrass	I1T1	16062	7.439258523949649	1	0.2611131864026896
seagrass	I1T1	16062	7.439258523949649	2	0.28383762918690075
seagrass	I1T1	16062	7.439258523949649	3	0.2983439173203835
seagrass	I1T1	16062	7.439258523949649	4	0.308180799402316
seagrass	I1T1	16062	7.439258523949649	5	0.31440667413771634
seagrass	I1T1	16062	7.439258523949649	6	0.3192628564313286
seagrass	I1T1	16062	7.439258523949649	7	0.3221267588096127
seagrass	I1T1	16062	7.439258523949649	8	0.3243680737143569
seagrass	I1T1	16062	7.439258523949649	9	0.326609388619101
seagrass	I1T1	16062	7.439258523949649	10	0.3285394097870751
seagrass	I1T2	17840	6.891294423777682	1	0.2072309417040359
seagrass	I1T2	17840	6.891294423777682	2	0.22326233183856503
seagrass	I1T2	17840	6.891294423777682	3	0.2352578475336323
seagrass	I1T2	17840	6.891294423777682	4	0.24288116591928252
seagrass	I1T2	17840	6.891294423777682	5	0.24747757847533633
seagrass	I1T2	17840	6.891294423777682	6	0.25134529147982065
seagrass	I1T2	17840	6.891294423777682	7	0.2538116591928251
seagrass	I1T2	17840	6.891294423777682	8	0.25594170403587446
seagrass	I1T2	17840	6.891294423777682	9	0.2577914798206278
seagrass	I1T2	17840	6.891294423777682	10	0.25908071748878925
seagrass	I1T3	4957	6.635881963210346	1	0.29392777889852734
seagrass	I1T3	4957	6.635881963210346	2	0.32902965503328624
seagrass	I1T3	4957	6.635881963210346	3	0.3485979423038128
seagrass	I1T3	4957	6.635881963210346	4	0.35908815816017753
seagrass	I1T3	4957	6.635881963210346	5	0.36574541053056286
seagrass	I1T3	4957	6.635881963210346	6	0.3687714343352834
seagrass	I1T3	4957	6.635881963210346	7	0.373209602582207
seagrass	I1T3	4957	6.635881963210346	8	0.3770425660681864
seagrass	I1T3	4957	6.635881963210346	9	0.37885818035101876
seagrass	I1T3	4957	6.635881963210346	10	0.3806737946338511
seagrass	I1T4	34967	3.8892234316684506	1	0.11702462321617525
seagrass	I1T4	34967	3.8892234316684506	2	0.12471759087139303
seagrass	I1T4	34967	3.8892234316684506	3	0.1289501530014013
seagrass	I1T4	34967	3.8892234316684506	4	0.13192438584951527
seagrass	I1T4	34967	3.8892234316684506	5	0.1336974862012755
seagrass	I1T4	34967	3.8892234316684506	6	0.13529899619641375
seagrass	I1T4	34967	3.8892234316684506	7	0.13615694797952355
seagrass	I1T4	34967	3.8892234316684506	8	0.13715789172648496
seagrass	I1T4	34967	3.8892234316684506	9	0.13775845797466182
seagrass	I1T4	34967	3.8892234316684506	10	0.13830182743729802
seagrass	I2T1	32792	7.440848564293149	1	0.16723591119785314
seagrass	I2T1	32792	7.440848564293149	2	0.18483166626006342
seagrass	I2T1	32792	7.440848564293149	3	0.19760917296901684
seagrass	I2T1	32792	7.440848564293149	4	0.2060868504513296
seagrass	I2T1	32792	7.440848564293149	5	0.21188094657233472
seagrass	I2T1	32792	7.440848564293149	6	0.2164857282263967
seagrass	I2T1	32792	7.440848564293149	7	0.2199926811417419
seagrass	I2T1	32792	7.440848564293149	8	0.22212734813369114
seagrass	I2T1	32792	7.440848564293149	9	0.2243535008538668
seagrass	I2T1	32792	7.440848564293149	10	0.22600024396194193
seagrass	I2T2	10948	6.996572243603885	1	0.2568505663134819
seagrass	I2T2	10948	6.996572243603885	2	0.2788637194008038
seagrass	I2T2	10948	6.996572243603885	3	0.29493971501644134
seagrass	I2T2	10948	6.996572243603885	4	0.3031603945926197
seagrass	I2T2	10948	6.996572243603885	5	0.3097369382535623
seagrass	I2T2	10948	6.996572243603885	6	0.31384727804165147
seagrass	I2T2	10948	6.996572243603885	7	0.3168615272195835
seagrass	I2T2	10948	6.996572243603885	8	0.31887102667153816
seagrass	I2T2	10948	6.996572243603885	9	0.3205151625867738
seagrass	I2T2	10948	6.996572243603885	10	0.32197661673364997
seagrass	I2T3	12165	7.044150321262843	1	0.2264693793670366
seagrass	I2T3	12165	7.044150321262843	2	0.25359638306617344
seagrass	I2T3	12165	7.044150321262843	3	0.27168105219893135
seagrass	I2T3	12165	7.044150321262843	4	0.28236744759556104
seagrass	I2T3	12165	7.044150321262843	5	0.2900945334977394
seagrass	I2T3	12165	7.044150321262843	6	0.2938758734073161
seagrass	I2T3	12165	7.044150321262843	7	0.29683518290176736
seagrass	I2T3	12165	7.044150321262843	8	0.2992190711056309
seagrass	I2T3	12165	7.044150321262843	9	0.301685162351007
seagrass	I2T3	12165	7.044150321262843	10	0.30365803534730784
seagrass	I2T4	20569	6.945972333274863	1	0.19427293499927076
seagrass	I2T4	20569	6.945972333274863	2	0.2132335067334338
seagrass	I2T4	20569	6.945972333274863	3	0.22626282269434586
seagrass	I2T4	20569	6.945972333274863	4	0.233603967135009
seagrass	I2T4	20569	6.945972333274863	5	0.23885458699985415
seagrass	I2T4	20569	6.945972333274863	6	0.2425008507948855
seagrass	I2T4	20569	6.945972333274863	7	0.245466478681511
seagrass	I2T4	20569	6.945972333274863	8	0.24809178861393358
seagrass	I2T4	20569	6.945972333274863	9	0.24969614468374737
seagrass	I2T4	20569	6.945972333274863	10	0.25086294909815743
seagrass	I3T1	16632	7.334703221085603	1	0.21699134199134198
seagrass	I3T1	16632	7.334703221085603	2	0.24645262145262145
seagrass	I3T1	16632	7.334703221085603	3	0.26497113997113997
seagrass	I3T1	16632	7.334703221085603	4	0.2745310245310245
seagrass	I3T1	16632	7.334703221085603	5	0.2798821548821549
seagrass	I3T1	16632	7.334703221085603	6	0.284030784030784
seagrass	I3T1	16632	7.334703221085603	7	0.28793891293891294
seagrass	I3T1	16632	7.334703221085603	8	0.2908249158249158
seagrass	I3T1	16632	7.334703221085603	9	0.29268879268879266
seagrass	I3T1	16632	7.334703221085603	10	0.29395141895141896
seagrass	I3T2	13745	6.6783819241781455	1	0.2102582757366315
seagrass	I3T2	13745	6.6783819241781455	2	0.2306293197526373
seagrass	I3T2	13745	6.6783819241781455	3	0.2448162968352128
seagrass	I3T2	13745	6.6783819241781455	4	0.2532557293561295
seagrass	I3T2	13745	6.6783819241781455	5	0.25994907238996
