dataset	sample	n	shannon	freq_removed	fraction_lost
human	3277650	152890	3.8084325416548928	10	0.006514487540061482
human	3279650	77667	4.234641043668885	1	0.004751052570589826
human	3279650	77667	4.234641043668885	2	0.007133016596495294
human	3279650	77667	4.234641043668885	3	0.008523568568375243
human	3279650	77667	4.234641043668885	4	0.008948459448671894
human	3279650	77667	4.234641043668885	5	0.009308972922862991
human	3279650	77667	4.234641043668885	6	0.009656610915832978
human	3279650	77667	4.234641043668885	7	0.009772490246822975
human	3279650	77667	4.234641043668885	8	0.009991373427581857
human	3279650	77667	4.234641043668885	9	0.010094377277350741
human	3279650	77667	4.234641043668885	10	0.010261758533225179
human	3281670	55373	3.362993578213471	1	0.002745020136167446
human	3281670	55373	3.362993578213471	2	0.00390081808823795
human	3281670	55373	3.362993578213471	3	0.00467736983728532
human	3281670	55373	3.362993578213471	4	0.0051469127553139616
human	3281670	55373	3.362993578213471	5	0.005399743557329384
human	3281670	55373	3.362993578213471	6	0.005616455673342604
human	3281670	55373	3.362993578213471	7	0.0056706337023459084
human	3281670	55373	3.362993578213471	8	0.005833167789355823
human	3281670	55373	3.362993578213471	9	0.005869286475358027
human	3281670	55373	3.362993578213471	10	0.005959583190363535
human	3283690	47237	3.7817385901326426	1	0.0031543070051019326
human	3283690	47237	3.7817385901326426	2	0.00423396913436501
human	3283690	47237	3.7817385901326426	3	0.004890234350191587
human	3283690	47237	3.7817385901326426	4	0.005144272498253488
human	3283690	47237	3.7817385901326426	5	0.005292461417956263
human	3283690	47237	3.7817385901326426	6	0.005419480491987213
human	3283690	47237	3.7817385901326426	7	0.0055676694116899884
human	3283690	47237	3.7817385901326426	8	0.005652348794377289
human	3283690	47237	3.7817385901326426	9	0.005758198022736414
human	3283690	47237	3.7817385901326426	10	0.005842877405423714
human	3289650	65611	4.041115522559099	1	0.0035817164804682142
human	3289650	65611	4.041115522559099	2	0.004846748258676137
human	3289650	65611	4.041115522559099	3	0.005486884821142796
human	3289650	65611	4.041115522559099	4	0.005837435795826919
human	3289650	65611	4.041115522559099	5	0.006142262730334852
human	3289650	65611	4.041115522559099	6	0.006340400237765009
human	3289650	65611	4.041115522559099	7	0.006508055051744372
human	3289650	65611	4.041115522559099	8	0.006660468518998338
human	3289650	65611	4.041115522559099	9	0.0067519165993507185
human	3289650	65611	4.041115522559099	10	0.006873847373153892
human	3291670	42812	3.809114662607681	1	0.003316827057834252
human	3291670	42812	3.809114662607681	2	0.00460151359431935
human	3291670	42812	3.809114662607681	3	0.0053723255162104085
human	3291670	42812	3.809114662607681	4	0.005886200130804447
human	3291670	42812	3.809114662607681	5	0.006166495375128468
human	3291670	42812	3.809114662607681	6	0.00618985331215547
human	3291670	42812	3.809114662607681	7	0.006283285060263478
human	3291670	42812	3.809114662607681	8	0.006400074745398486
human	3291670	42812	3.809114662607681	9	0.0066102961786415025
human	3291670	42812	3.809114662607681	10	0.006703727926749509
human	3293653	72628	3.952626933958911	1	0.004392245414991463
human	3293653	72628	3.952626933958911	2	0.00655394613647629
human	3293653	72628	3.952626933958911	3	0.0076279121000165226
human	3293653	72628	3.952626933958911	4	0.008068513520956106
human	3293653	72628	3.952626933958911	5	0.008481577353086963
human	3293653	72628	3.952626933958911	6	0.00866057168034367
human	3293653	72628	3.952626933958911	7	0.008867103596409099
human	3293653	72628	3.952626933958911	8	0.009032329129261442
human	3293653	72628	3.952626933958911	9	0.0091562482789007
human	3293653	72628	3.952626933958911	10	0.009280167428539958
human	3297650	21342	3.606803710703111	1	0.01218255083872177
human	3297650	21342	3.606803710703111	2	0.013963077499765721
human	3297650	21342	3.606803710703111	3	0.014665916971230437
human	3297650	21342	3.606803710703111	4	0.015181332583637897
human	3297650	21342	3.606803710703111	5	0.015509324336988099
human	3297650	21342	3.606803710703111	6	0.015696748196045357
human	3297650	21342	3.606803710703111	7	0.01602473994939556
human	3297650	21342	3.606803710703111	8	0.0161653078436885
human	3297650	21342	3.606803710703111	9	0.016305875737981444
human	3297650	21342	3.606803710703111	10	0.016446443632274387
human	3301660	34129	4.339985947768982	1	0.005479211227987928
human	3301660	34129	4.339985947768982	2	0.008204166544580855
human	3301660	34129	4.339985947768982	3	0.009405490931465909
human	3301660	34129	4.339985947768982	4	0.01019660699112192
human	3301660	34129	4.339985947768982	5	0.011222127809194528
human	3301660	34129	4.339985947768982	6	0.011661636731225644
human	3301660	34129	4.339985947768982	7	0.012101145653256762
human	3301660	34129	4.339985947768982	8	0.012247648627267134
human	3301660	34129	4.339985947768982	9	0.012511353980485803
human	3301660	34129	4.339985947768982	10	0.012716458144100325
human	3311680	43462	3.0961130455490498	1	0.0028530670470756064
human	3311680	43462	3.0961130455490498	2	0.0037964198610280246
human	3311680	43462	3.0961130455490498	3	0.004072523123648244
human	3311680	43462	3.0961130455490498	4	0.004348626386268465
human	3311680	43462	3.0961130455490498	5	0.004509686622796926
human	3311680	43462	3.0961130455490498	6	0.0045326952280152774
human	3311680	43462	3.0961130455490498	7	0.004578712438451981
human	3311680	43462	3.0961130455490498	8	0.004624729648888684
human	3311680	43462	3.0961130455490498	9	0.004693755464543739
human	3311680	43462	3.0961130455490498	10	0.004785789885417146
human	3313650	18669	3.199635492247079	1	0.01001660506722374
human	3313650	18669	3.199635492247079	2	0.013766136375810166
human	3313650	18669	3.199635492247079	3	0.015694466763083188
human	3313650	18669	3.199635492247079	4	0.016658631956719697
human	3313650	18669	3.199635492247079	5	0.01730140875247737
human	3313650	18669	3.199635492247079	6	0.017890620815255234
human	3313650	18669	3.199635492247079	7	0.018319138679093686
human	3313650	18669	3.199635492247079	8	0.018640527076972523
human	3313650	18669	3.199635492247079	9	0.01890835074187155
human	3313650	18669	3.199635492247079	10	0.01896191547485136
human	3315650	107175	3.436244739046342	1	0.002276650338231864
human	3315650	107175	3.436244739046342	2	0.0027525075810590155
human	3315650	107175	3.436244739046342	3	0.0030324236062514577
human	3315650	107175	3.436244739046342	4	0.0031350594821553533
human	3315650	107175	3.436244739046342	5	0.003219034289713086
human	3315650	107175	3.436244739046342	6	0.003284348028924656
human	3315650	107175	3.436244739046342	7	0.00337765337065547
human	3315650	107175	3.436244739046342	8	0.0034336365756939585
human	3315650	107175	3.436244739046342	9	0.00344296710986704
human	3315650	107175	3.436244739046342	10	0.0034802892465593655
human	3317650	10523	3.5429689884830737	1	0.014444550033260476
human	3317650	10523	3.5429689884830737	2	0.017295448066140834
human	3317650	10523	3.5429689884830737	3	0.019291076689157083
human	3317650	10523	3.5429689884830737	4	0.020621495771167918
human	3317650	10523	3.5429689884830737	5	0.021476765181032025
human	3317650	10523	3.5429689884830737	6	0.02233203459089613
human	3317650	10523	3.5429689884830737	7	0.02280718426304286
human	3317650	10523	3.5429689884830737	8	0.02337736386961893
human	3317650	10523	3.5429689884830737	9	0.02356742373847762
human	3317650	10523	3.5429689884830737	10	0.024042573410624348
human	3319650	19009	3.7749349126092002	1	0.010416118680624966
human	3319650	19009	3.7749349126092002	2	0.013677731600820664
human	3319650	19009	3.7749349126092002	3	0.01562417802093745
human	3319650	19009	3.7749349126092002	4	0.016465884580987952
human	3319650	19009	3.7749349126092002	5	0.016991951181019517
human	3319650	19009	3.7749349126092002	6	0.017623231101057395
human	3319650	19009	3.7749349126092002	7	0.01825451102109527
human	3319650	19009	3.7749349126092002	8	0.018359724341101582
human	3319650	19009	3.7749349126092002	9	0.018727970961123677
human	3319650	19009	3.7749349126092002	10	0.01883318428112999
human	3321660	29685	4.171984272098657	1	0.008152265453932963
human	3321660	29685	4.171984272098657	2	0.011891527707596428
human	3321660	29685	4.171984272098657	3	0.013845376452753915
human	3321660	29685	4.171984272098657	4	0.014519117399359946
human	3321660	29685	4.171984272098657	5	0.01505811015664477
human	3321660	29685	4.171984272098657	6	0.01552972881926899
human	3321660	29685	4.171984272098657	7	0.015799225197911403
human	3321660	29685	4.171984272098657	8	0.01596766043456291
human	3321660	29685	4.171984272098657	9	0.016270843860535626
human	3321660	29685	4.171984272098657	10	0.016506653191847735
human	3323670	41702	4.234199401018892	1	0.005275526353652103
human	3323670	41702	4.234199401018892	2	0.007601553882307803
human	3323670	41702	4.234199401018892	3	0.0093041101146228
human	3323670	41702	4.234199401018892	4	0.009663805093280898
human	3323670	41702	4.234199401018892	5	0.009975540741451249
human	3323670	41702	4.234199401018892	6	0.0102872763896216
human	3323670	41702	4.234199401018892	7	0.010479113711572587
human	3323670	41702	4.234199401018892	8	0.010766869694499064
human	3323670	41702	4.234199401018892	9	0.010958707016450051
human	3323670	41702	4.234199401018892	10	0.010982686681693924
human	3327650	15005	3.808009930776053	1	0.019860046651116296
human	3327650	15005	3.808009930776053	2	0.022059313562145952
human	3327650	15005	3.808009930776053	3	0.023058980339886705
human	3327650	15005	3.808009930776053	4	0.02405864711762746
human	3327650	15005	3.808009930776053	5	0.024525158280573143
human	3327650	15005	3.808009930776053	6	0.024991669443518827
human	3327650	15005	3.808009930776053	7	0.025124958347217594
human	3327650	15005	3.808009930776053	8	0.02525824725091636
human	3327650	15005	3.808009930776053	9	0.02545818060646451
human	3327650	15005	3.808009930776053	10	0.025658113962012664
human	3335650	26805	4.651031796339032	1	0.016191009140085803
human	3335650	26805	4.651031796339032	2	0.020518559970154823
human	3335650	26805	4.651031796339032	3	0.02268233538518933
human	3335650	26805	4.651031796339032	4	0.02417459429210968
human	3335650	26805	4.651031796339032	5	0.02484611080022384
human	3335650	26805	4.651031796339032	6	0.025592240253684014
human	3335650	26805	4.651031796339032	7	0.026189143816452154
human	3335650	26805	4.651031796339032	8	0.026524902070509233
human	3335650	26805	4.651031796339032	9	0.02693527326991233
human	3335650	26805	4.651031796339032	10	0.027196418578623392
human	3337650	41574	4.164462649879789	1	0.010439216818203685
human	3337650	41574	4.164462649879789	2	0.013638331649588685
human	3337650	41574	4.164462649879789	3	0.015394236782604513
human	3337650	41574	4.164462649879789	4	0.0161158416317891
human	3337650	41574	4.164462649879789	5	0.01662096502621831
human	3337650	41574	4.164462649879789	6	0.016933660460864964
human	3337650	41574	4.164462649879789	7	0.017246355895511618
human	3337650	41574	4.164462649879789	8	0.017414730360321356
human	3337650	41574	4.164462649879789	9	0.017510944340212633
human	3337650	41574	4.164462649879789	10	0.017799586279886467
human	3339680	38801	4.118265409138628	1	0.005953454807865776
human	3339680	38801	4.118265409138628	2	0.008711115692894513
human	3339680	38801	4.118265409138628	3	0.010618283033942424
human	3339680	38801	4.118265409138628	4	0.011262596324836989
human	3339680	38801	4.118265409138628	5	0.011597639236102162
human	3339680	38801	4.118265409138628	6	0.011855364552459988
human	3339680	38801	4.118265409138628	7	0.0119842272106389
human	3339680	38801	4.118265409138628	8	0.012190407463725161
human	3339680	38801	4.118265409138628	9	0.012370815185175639
human	3339680	38801	4.118265409138628	10	0.012576995438261901
human	3341680	36682	3.6986197872155153	1	0.0048797775475710155
human	3341680	36682	3.6986197872155153	2	0.007415080966141432
human	3341680	36682	3.6986197872155153	3	0.00845101139523472
human	3341680	36682	3.6986197872155153	4	0.009078021918106973
human	3341680	36682	3.6986197872155153	5	0.009405157843083801
human	3341680	36682	3.6986197872155153	6	0.009786816422223434
human	3341680	36682	3.6986197872155153	7	0.01008669102011886
human	3341680	36682	3.6986197872155153	8	0.010250258982607273
human	3341680	36682	3.6986197872155153	9	0.010359304290932883
human	3341680	36682	3.6986197872155153	10	0.01044108827217709
human	3343650	31937	3.7021374784295165	1	0.0039139556000876725
human	3343650	31937	3.7021374784295165	2	0.00522904468171713
human	3343650	31937	3.7021374784295165	3	0.005761342643329054
human	3343650	31937	3.7021374784295165	4	0.00613708238093747
human	3343650	31937	3.7021374784295165	5	0.006231017315339575
human	3343650	31937	3.7021374784295165	6	0.006450198828944484
human	3343650	31937	3.7021374784295165	7	0.006763315276951498
human	3343650	31937	3.7021374784295165	8	0.0069511851457557065
human	3343650	31937	3.7021374784295165	9	0.007139055014559915
human	3343650	31937	3.7021374784295165	10	0.007295613238563422
human	3345650	68700	3.907299204881128	1	0.005836972343522562
human	3345650	68700	3.907299204881128	2	0.0077001455604075696
human	3345650	68700	3.907299204881128	3	0.008879184861717612
human	3345650	68700	3.907299204881128	4	0.009446870451237264
human	3345650	68700	3.907299204881128	5	0.009708879184861718
human	3345650	68700	3.907299204881128	6	0.009912663755458516
human	3345650	68700	3.907299204881128	7	0.010087336244541485
human	3345650	68700	3.907299204881128	8	0.010160116448326055
human	3345650	68700	3.907299204881128	9	0.010232896652110626
human	3345650	68700	3.907299204881128	10	0.010334788937409025
human	3347653	33481	3.3695529781544233	1	0.0073773184791374215
human	3347653	33481	3.3695529781544233	2	0.009766733371165735
human	3347653	33481	3.3695529781544233	3	0.01117051462023237
human	3347653	33481	3.3695529781544233	4	0.01146919148173591
human	3347653	33481	3.3695529781544233	5	0.01200680983244228
human	3347653	33481	3.3695529781544233	6	0.012395089752396882
human	3347653	33481	3.3695529781544233	7	0.012544428183148652
human	3347653	33481	3.3695529781544233	8	0.012663898927750068
human	3347653	33481	3.3695529781544233	9	0.012723634300050775
human	3347653	33481	3.3695529781544233	10	0.012813237358501837
human	3357650	27381	3.9649377759618667	1	0.009751287389065411
human	3357650	27381	3.9649377759618667	2	0.0124904130601512
human	3357650	27381	3.9649377759618667	3	0.014462583543332968
human	3357650	27381	3.9649377759618667	4	0.015229538731236988
human	3357650	27381	3.9649377759618667	5	0.015813885541068624
human	3357650	27381	3.9649377759618667	6	0.016215623972827872
human	3357650	27381	3.9649377759618667	7	0.016471275702129213
human	3357650	27381	3.9649377759618667	8	0.0166538840802016
human	3357650	27381	3.9649377759618667	9	0.01687301413388846
human	3357650	27381	3.9649377759618667	10	0.017128665863189802
human	3361650	28544	4.009084590961604	1	0.009003643497757848
human	3361650	28544	4.009084590961604	2	0.011315863228699551
human	3361650	28544	4.009084590961604	3	0.01257707399103139
human	3361650	28544	4.009084590961604	4	0.013102578475336323
human	3361650	28544	4.009084590961604	5	0.013522982062780268
human	3361650	28544	4.009084590961604	6	0.013698150224215246
human	3361650	28544	4.009084590961604	7	0.013873318385650224
human	3361650	28544	4.009084590961604	8	0.014188621076233183
human	3361650	28544	4.009084590961604	9	0.01429372197309417
human	3361650	28544	4.009084590961604	10	0.01453895739910314
human	3363660	28272	3.666766164111069	1	0.008559705715902659
human	3363660	28272	3.666766164111069	2	0.011636955291454443
human	3363660	28272	3.666766164111069	3	0.013546972269383135
human	3363660	28272	3.666766164111069	4	0.014077532541029994
human	3363660	28272	3.666766164111069	5	0.014537351443123939
human	3363660	28272	3.666766164111069	6	0.014855687606112054
human	3363660	28272	3.666766164111069	7	0.01503254102999434
human	3363660	28272	3.666766164111069	8	0.015280135823429542
human	3363660	28272	3.666766164111069	9	0.01542161856253537
human	3363660	28272	3.666766164111069	10	0.015527730616864743
human	3365650	92493	3.9564759757040333	1	0.004411144627160975
human	3365650	92493	3.9564759757040333	2	0.005632858702820754
human	3365650	92493	3.9564759757040333	3	0.006389672731990529
human	3365650	92493	3.9564759757040333	4	0.006778891375563556
human	3365650	92493	3.9564759757040333	5	0.0071140518741958855
human	3365650	92493	3.9564759757040333	6	0.007351907711934958
human	3365650	92493	3.9564759757040333	7	0.0074600240018163535
human	3365650	92493	3.9564759757040333	8	0.00756814029169775
human	3365650	92493	3.9564759757040333	9	0.0076654449525910065
human	3365650	92493	3.9564759757040333	10	0.007784372871460543
human	3367653	35085	3.6387346215651535	1	0.008351147213909078
human	3367653	35085	3.6387346215651535	2	0.010688328345446772
human	3367653	35085	3.6387346215651535	3	0.01185691891121562
human	3367653	35085	3.6387346215651535	4	0.012825994014536126
human	3367653	35085	3.6387346215651535	5	0.013424540401881145
human	3367653	35085	3.6387346215651535	6	0.013766566908935442
human	3367653	35085	3.6387346215651535	7	0.014080091207068548
human	3367653	35085	3.6387346215651535	8	0.014450619923044037
human	3367653	35085	3.6387346215651535	9	0.014621633176571185
human	3367653	35085	3.6387346215651535	10	0.014707139803334759
human	3371650	28367	4.322402854673117	1	0.010469912221948038
human	3371650	28367	4.322402854673117	2	0.014171396340818557
human	3371650	28367	4.322402854673117	3	0.016180773433919694
human	3371650	28367	4.322402854673117	4	0.017062079176507913
human	3371650	28367	4.322402854673117	5	0.017872880459689076
human	3371650	28367	4.322402854673117	6	0.01833115944583495
human	3371650	28367	4.322402854673117	7	0.018683681742870238
human	3371650	28367	4.322402854673117	8	0.018895195121091408
human	3371650	28367	4.322402854673117	9	0.019177212958719637
human	3371650	28367	4.322402854673117	10	0.019494483026051397
human	3373660	49695	4.482578556555387	1	0.004064795251031291
human	3373660	49695	4.482578556555387	2	0.006077070127779455
human	3373660	49695	4.482578556555387	3	0.007264312305060872
human	3373660	49695	4.482578556555387	4	0.007727135526712949
human	3373660	49695	4.482578556555387	5	0.008089345004527619
human	3373660	49695	4.482578556555387	6	0.008250326994667472
human	3373660	49695	4.482578556555387	7	0.008431431733574806
human	3373660	49695	4.482578556555387	8	0.008733272965087031
human	3373660	49695	4.482578556555387	9	0.00885400945769192
human	3373660	49695	4.482578556555387	10	0.009035114196599256
human	3375670	73369	3.849976071286936	1	0.004102550123349098
human	3375670	73369	3.849976071286936	2	0.0056699696056917775
human	3375670	73369	3.849976071286936	3	0.006678569968242718
human	3375670	73369	3.849976071286936	4	0.007019313333969388
human	3375670	73369	3.849976071286936	5	0.007400945903583258
human	3375670	73369	3.849976071286936	6	0.007632651392277393
human	3375670	73369	3.849976071286936	7	0.00776894873856806
human	3375670	73369	3.849976071286936	8	0.007946135288745928
human	3375670	73369	3.849976071286936	9	0.008041543431149396
human	3375670	73369	3.849976071286936	10	0.00823235971595633
human	3377650	12548	3.802434481654994	1	0.03801402613962385
human	3377650	12548	3.802434481654994	2	0.0405642333439592
human	3377650	12548	3.802434481654994	3	0.04199872489639783
human	3377650	12548	3.802434481654994	4	0.04327382849856551
human	3377650	12548	3.802434481654994	5	0.044230156200191266
human	3377650	12548	3.802434481654994	6	0.045106789926681545
human	3377650	12548	3.802434481654994	7	0.0456646477526299
human	3377650	12548	3.802434481654994	8	0.0460631176283073
human	3377650	12548	3.802434481654994	9	0.04638189352884922
human	3377650	12548	3.802434481654994	10	0.04654128147912018
human	3381650	25848	3.9162719670098984	1	0.009517177344475394
human	3381650	25848	3.9162719670098984	2	0.01272825750541628
human	3381650	25848	3.9162719670098984	3	0.01423707830393067
human	3381650	25848	3.9162719670098984	4	0.014856081708449397
human	3381650	25848	3.9162719670098984	5	0.015436397400185702
human	3381650	25848	3.9162719670098984	6	0.016016713091922007
human	3381650	25848	3.9162719670098984	7	0.016480965645311048
human	3381650	25848	3.9162719670098984	8	0.016829155060352832
human	3381650	25848	3.9162719670098984	9	0.016906530485917674
human	3381650	25848	3.9162719670098984	10	0.017254719900959455
human	3385670	20804	4.191526988375644	1	0.010719092482214958
human	3385670	20804	4.191526988375644	2	0.013747356277638916
human	3385670	20804	4.191526988375644	3	0.015573928090751778
human	3385670	20804	4.191526988375644	4	0.016583349355893097
human	3385670	20804	4.191526988375644	5	0.01725629686598731
human	3385670	20804	4.191526988375644	6	0.017785041338204192
human	3385670	20804	4.191526988375644	7	0.018073447413958853
human	3385670	20804	4.191526988375644	8	0.018698327244760622
human	3385670	20804	4.191526988375644	9	0.019082868679100175
human	3385670	20804	4.191526988375644	10	0.01941934243414728
human	3387660	74652	4.252346236777284	1	0.003831109682259015
human	3387660	74652	4.252346236777284	2	0.005237635964207255
human	3387660	74652	4.252346236777284	3	0.006161924663773241
human	3387660	74652	4.252346236777284	4	0.00671113968815303
human	3387660	74652	4.252346236777284	5	0.00693886299094465
human	3387660	74652	4.252346236777284	6	0.007220168247334298
human	3387660	74652	4.252346236777284	7	0.007407705084927396
human	3387660	74652	4.252346236777284	8	0.007541659968922467
human	3387660	74652	4.252346236777284	9	0.007782778760113593
human	3387660	74652	4.252346236777284	10	0.007836360713711622
human	3389690	35460	3.6631682679155095	1	0.008996051889452905
human	3389690	35460	3.6631682679155095	2	0.011985335589396504
human	3389690	35460	3.6631682679155095	3	0.01362098138747885
human	3389690	35460	3.6631682679155095	4	0.01452340665538635
human	3389690	35460	3.6631682679155095	5	0.01511562323745065
human	3389690	35460	3.6631682679155095	6	0.015369430344049634
human	3389690	35460	3.6631682679155095	7	0.015736040609137057
human	3389690	35460	3.6631682679155095	8	0.015877044557247602
human	3389690	35460	3.6631682679155095	9	0.016130851663846587
human	3389690	35460	3.6631682679155095	10	0.016271855611957136
human	3391652	29271	3.694774595113717	1	0.009224146766424106
human	3391652	29271	3.694774595113717	2	0.011923063783266715
human	3391652	29271	3.694774595113717	3	0.01298213248607837
human	3391652	29271	3.694774595113717	4	0.013494585084213044
human	3391652	29271	3.694774595113717	5	0.014075364695432338
human	3391652	29271	3.694774595113717	6	0.0145536537870247
human	3391652	29271	3.694774595113717	7	0.014861125345905503
human	3391652	29271	3.694774595113717	8	0.01499777937207475
human	3391652	29271	3.694774595113717	9	0.015305250930955553
human	3391652	29271	3.694774595113717	10	0.015510231970209423
human	3399653	34217	3.0984421217596703	1	0.0038577315369553145
human	3399653	34217	3.0984421217596703	2	0.004822164421194143
human	3399653	34217	3.0984421217596703	3	0.005435894438437034
human	3399653	34217	3.0984421217596703	4	0.005757372066516644
human	3399653	34217	3.0984421217596703	5	0.006049624455679925
human	3399653	34217	3.0984421217596703	6	0.006166525411345237
human	3399653	34217	3.0984421217596703	7	0.006371102083759535
human	3399653	34217	3.0984421217596703	8	0.0065172282783411755
human	3399653	34217	3.0984421217596703	9	0.00660490399509016
human	3399653	34217	3.0984421217596703	10	0.006634129234006488
human	3401650	17306	3.4708376841137127	1	0.01196116953657691
human	3401650	17306	3.4708376841137127	2	0.013001271235409685
human	3401650	17306	3.4708376841137127	3	0.013810239223390731
human	3401650	17306	3.4708376841137127	4	0.015023691205362302
human	3401650	17306	3.4708376841137127	5	0.015659308910204554
human	3401650	17306	3.4708376841137127	6	0.015948226048769214
human	3401650	17306	3.4708376841137127	7	0.016352710042759736
human	3401650	17306	3.4708376841137127	8	0.01641049347047267
human	3401650	17306	3.4708376841137127	9	0.016526060325898533
human	3401650	17306	3.4708376841137127	10	0.016814977464463192
human	3403653	53859	3.296275259994319	1	0.004827419744146753
human	3403653	53859	3.296275259994319	2	0.006739820642789506
human	3403653	53859	3.296275259994319	3	0.00802094357488999
human	3403653	53859	3.296275259994319	4	0.008318015559145176
human	3403653	53859	3.296275259994319	5	0.00861508754340036
human	3403653	53859	3.296275259994319	6	0.008912159527655545
human	3403653	53859	3.296275259994319	7	0.009153530514862883
human	3403653	53859	3.296275259994319	8	0.009320633506006424
human	3403653	53859	3.296275259994319	9	0.009432035500102118
human	3403653	53859	3.296275259994319	10	0.00959913849124566
human	3405653	17730	2.881913011464771	1	0.005583756345177665
human	3405653	17730	2.881913011464771	2	0.007050197405527355
human	3405653	17730	2.881913011464771	3	0.0077834179357022
human	3405653	17730	2.881913011464771	4	0.00823463056965595
human	3405653	17730	2.881913011464771	5	0.008967851099830795
human	3405653	17730	2.881913011464771	6	0.009137055837563452
human	3405653	17730	2.881913011464771	7	0.00924985899605189
human	3405653	17730	2.881913011464771	8	0.009475465313028765
human	3405653	17730	2.881913011464771	9	0.009475465313028765
human	3405653	17730	2.881913011464771	10	0.009475465313028765
human	3407653	41908	3.5334502432017305	1	0.0041280901021284715
human	3407653	41908	3.5334502432017305	2	0.005249594349527537
human	3407653	41908	3.5334502432017305	3	0.00577455378448029
human	3407653	41908	3.5334502432017305	4	0.006013171709458815
human	3407653	41908	3.5334502432017305	5	0.006275651426935191
human	3407653	41908	3.5334502432017305	6	0.006418822181922306
human	3407653	41908	3.5334502432017305	7	0.006705163691896535
human	3407653	41908	3.5334502432017305	8	0.006776749069390093
human	3407653	41908	3.5334502432017305	9	0.006872196239381502
human	3407653	41908	3.5334502432017305	10	0.006896058031879355
human	3409650	27169	3.5478445153397864	1	0.008097464021495086
human	3409650	27169	3.5478445153397864	2	0.010600316537229931
human	3409650	27169	3.5478445153397864	3	0.011741322831167874
human	3409650	27169	3.5478445153397864	4	0.012440649269387906
human	3409650	27169	3.5478445153397864	5	0.01288232912510582
human	3409650	27169	3.5478445153397864	6	0.013471235599396371
human	3409650	27169	3.5478445153397864	7	0.013655268872612168
human	3409650	27169	3.5478445153397864	8	0.013912915455114284
human	3409650	27169	3.5478445153397864	9	0.014023335419043763
human	3409650	27169	3.5478445153397864	10	0.014133755382973241
human	3411650	41187	3.704984543247194	1	0.005414329764246
human	3411650	41187	3.704984543247194	2	0.007332410712117901
human	3411650	41187	3.704984543247194	3	0.008036516376526574
human	3411650	41187	3.704984543247194	4	0.008424988467234808
human	3411650	41187	3.704984543247194	5	0.008619224512588924
human	3411650	41187	3.704984543247194	6	0.008934858086289363
human	3411650	41187	3.704984543247194	7	0.009056255614635685
human	3411650	41187	3.704984543247194	8	0.009226212154320538
human	3411650	41187	3.704984543247194	9	0.009371889188336126
human	3411650	41187	3.704984543247194	10	0.009638963750698035
human	3415660	19946	3.457621840585148	1	0.009826531635415622
human	3415660	19946	3.457621840585148	2	0.012533841371703599
human	3415660	19946	3.457621840585148	3	0.01468966208763662
human	3415660	19946	3.457621840585148	4	0.015692369397372907
human	3415660	19946	3.457621840585148	5	0.01639426451418831
human	3415660	19946	3.457621840585148	6	0.016795347438082822
human	3415660	19946	3.457621840585148	7	0.01734683645843778
human	3415660	19946	3.457621840585148	8	0.0177479193823323
human	3415660	19946	3.457621840585148	9	0.017848190113305927
human	3415660	19946	3.457621840585148	10	0.018098866940739998
human	3417653	40466	3.9485638097136904	1	0.004225769782039243
human	3417653	40466	3.9485638097136904	2	0.0060297533732021945
human	3417653	40466	3.9485638097136904	3	0.006944101220777937
human	3417653	40466	3.9485638097136904	4	0.007413631196560075
human	3417653	40466	3.9485638097136904	5	0.007537191716502743
human	3417653	40466	3.9485638097136904	6	0.007734888548411012
human	3417653	40466	3.9485638097136904	7	0.007833736964365146
human	3417653	40466	3.9485638097136904	8	0.007982009588296347
human	3417653	40466	3.9485638097136904	9	0.008105570108239016
human	3417653	40466	3.9485638097136904	10	0.008179706420204616
human	3419660	21230	3.5422056642276125	1	0.011446066886481395
human	3419660	21230	3.5422056642276125	2	0.01686292981629769
human	3419660	21230	3.5422056642276125	3	0.01917098445595855
human	3419660	21230	3.5422056642276125	4	0.019783325482807347
human	3419660	21230	3.5422056642276125	5	0.020442769665567594
human	3419660	21230	3.5422056642276125	6	0.02081959491285916
human	3419660	21230	3.5422056642276125	7	0.0209609043805935
human	3419660	21230	3.5422056642276125	8	0.021149317004239283
human	3419660	21230	3.5422056642276125	9	0.021479039095619407
human	3419660	21230	3.5422056642276125	10	0.021526142251530853
human	3421653	96695	2.605831857486462	1	0.0033921092093696674
human	3421653	96695	2.605831857486462	2	0.0039091990278711415
human	3421653	96695	2.605831857486462	3	0.004291845493562232
human	3421653	96695	2.605831857486462	4	0.0045090232173328505
human	3421653	96695	2.605831857486462	5	0.004602099384663116
human	3421653	96695	2.605831857486462	6	0.004746884533843528
human	3421653	96695	2.605831857486462	7	0.004891669683023942
human	3421653	96695	2.605831857486462	8	0.004995087646724236
human	3421653	96695	2.605831857486462	9	0.0050674802213144425
human	3421653	96695	2.605831857486462	10	0.00510884740679456
human	3427670	80248	3.5607913006777077	1	0.0032773402452397566
human	3427670	80248	3.5607913006777077	2	0.004398863523078457
human	3427670	80248	3.5607913006777077	3	0.0049222410527365165
human	3427670	80248	3.5607913006777077	4	0.005134084338550494
human	3427670	80248	3.5607913006777077	5	0.0054082344731332865
human	3427670	80248	3.5607913006777077	6	0.0055079254311633935
human	3427670	80248	3.5607913006777077	7	0.00564500049845479
human	3427670	80248	3.5607913006777077	8	0.00571976871697737
human	3427670	80248	3.5607913006777077	9	0.005782075565746187
